category,business_supplier,gold_status,gold_years,main_products,supplier_url,contacts_url
Cosmetics,"ProCircle Fitness Training Products (Suzhou) Co., Ltd.  ","Gold Supplier
                            ",2,"CONCEPT PRODUCTS,FEEDBACK& SUGGESTIONS,ONE-STOP SERVICE FOR AMAZON SELLER,DESIGN SERVICE,LOGISTIC SERVICE",https://procircle-activity.en.alibaba.com/company_profile.html#top-nav-bar,https://procircle-activity.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai Kouji Industrial Co., Ltd.  ","
                                    Supplier
                                ",1,"Makeup Brush,Makeup Cotton,Eyelash,Makeup Bag,Compression Mask",https://kojibeauty.en.alibaba.com/company_profile.html#top-nav-bar,https://kojibeauty.en.alibaba.com/contactinfo.html
Cosmetics,"Taizhou Rich Medical Products Co., Ltd.  ","Gold Supplier
                            ",12,"Alcohol Pad,Cotton Ball,Cotton Roll,Medical Underpad,Dental Cotton Roll",https://tzrich.en.alibaba.com/company_profile.html#top-nav-bar,https://tzrich.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Sea Yueao Trading Co., Ltd.  ","Gold Supplier
                            ",1,"nail polish,Eye shadow,Eyelash,Eyeliner,Lipstick",https://beautyface.en.alibaba.com/company_profile.html#top-nav-bar,https://beautyface.en.alibaba.com/contactinfo.html
Cosmetics,"Xiamen Junkun Medical Healthy Devices Co., Ltd.  ","Gold Supplier
                            ",7,"cotton buds,cotton swab,cotton pads,non-woven face mask,cotton balls",https://jk-bud.en.alibaba.com/company_profile.html#top-nav-bar,https://jk-bud.en.alibaba.com/contactinfo.html
Cosmetics,"Hong Yi Nonwovens Production Co., Ltd.  ","
                                    Supplier
                                ",1,"Cleaning Cloth,Pan Protector,Nonwoven Mop,Floor Cloth,Nonwoven Mat",https://tchongyi.en.alibaba.com/company_profile.html#top-nav-bar,https://tchongyi.en.alibaba.com/contactinfo.html
Cosmetics,"Lanxi Jieda Cotton Swab Co., Ltd.  ","Gold Supplier
                            ",11,"Cotton Buds,Cotton Balls,Cotton Sliver,Cotton Pads",https://cotton.en.alibaba.com/company_profile.html#top-nav-bar,https://cotton.en.alibaba.com/contactinfo.html
Cosmetics,"Gauke Healthcare Co., Ltd. (Hubei)  ","
                                    Supplier
                                ",16,"First Kit,Wound Dressing,Bandage",https://gauze-china.en.alibaba.com/company_profile.html#top-nav-bar,https://gauze-china.en.alibaba.com/contactinfo.html
Cosmetics,"Jieyang Top-Tip's Daily Use Products Co., Ltd.  ","
                                    Supplier
                                ",7,"Cotton Buds & Swabs,Cotton Pads,Cotton Tissue & Mask,Cotton Balls & Roll & Pleats,<font><b>Cosmetic</b></font> Set",https://top-tips.en.alibaba.com/company_profile.html#top-nav-bar,https://top-tips.en.alibaba.com/contactinfo.html
Cosmetics,"Beijing Soonercleaning Technology Co., Ltd.  ","Gold Supplier
                            ",10,"non woven fabric,cleaning wipes,low-lint wipes,disposable wipes,non woven wipe",https://soonercleaning.en.alibaba.com/company_profile.html#top-nav-bar,https://soonercleaning.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai Skinfriend , Co., Ltd.  ","
                                    Supplier
                                ",1,"Makeup tools,Makeup brush,Makeup cotton,Nail armor tools,Eyelash,Eyebrow tool,Compressed facial mask",https://skinfriend.en.alibaba.com/company_profile.html#top-nav-bar,https://skinfriend.en.alibaba.com/contactinfo.html
Cosmetics,Hangzhou Mumsbest Clothing Ltd.  ,"Gold Supplier
                            ",1,"Cloth Diaper,Sanitary pads,Wet bag,Nursing Pads,Makeup remover pads",https://bestclothdiaper.en.alibaba.com/company_profile.html#top-nav-bar,https://bestclothdiaper.en.alibaba.com/contactinfo.html
Cosmetics,Fomed Industries Inc.  ,"Gold Supplier
                            ",9,"Wound Care (Gauze Sponge,Gauze Ball,Gauze Bandage,ABD Pad,Lap Sponge,Non Woven Sponge,Cotton Roll) (Only Overseas Sales),Hospital Medical Packaging (Sterilization Pouch,Sterilization Reel)",https://fomed.en.alibaba.com/company_profile.html#top-nav-bar,https://fomed.en.alibaba.com/contactinfo.html
Cosmetics,"Siynda International (Yiwu) Co., Ltd.  ","Gold Supplier
                            ",6,"Toothpick,Cotton buds,cotton swabs,basket",https://siynda.en.alibaba.com/company_profile.html#top-nav-bar,https://siynda.en.alibaba.com/contactinfo.html
Cosmetics,"NC , INC  ","Gold Supplier
                            ",7,"Glue,Lash Cleanser,Gel/Cream Remover,Coating,Lash Lifting Products",https://nccosmetic.trustpass.alibaba.com/company_profile.html#top-nav-bar,https://nccosmetic.trustpass.alibaba.com/contactinfo.html
Cosmetics,"Jiangsu Ruiyu Hospital Products Co., Ltd.  ","Gold Supplier
                            ",12,"Cotton Pads,Absorbent Cotton Ball",https://lcyw.en.alibaba.com/company_profile.html#top-nav-bar,https://lcyw.en.alibaba.com/contactinfo.html
Cosmetics,"Zhejiang Furuisen Spunlaced Non-Wovens Co., Ltd.  ","
                                    Supplier
                                ",16,"Nonwoven Fabric,Nonwoven Cleaning Cloth,Wet Wipe",https://furuisen.en.alibaba.com/company_profile.html#top-nav-bar,https://furuisen.en.alibaba.com/contactinfo.html
Cosmetics,"Shaoxing Elite Bio-Tech Co., Ltd.  ","Gold Supplier
                            ",7,"Baby wet Wipes,personal care wipes,household wipes,industiral wipes,spun lace non woven products",https://ehlife.en.alibaba.com/company_profile.html#top-nav-bar,https://ehlife.en.alibaba.com/contactinfo.html
Cosmetics,"Yichang Yafeng Medical Dressing Co., Ltd.  ","Gold Supplier
                            ",7,"cotton pad,cotton ball,zigzag cotton,absorbent cotton roll,cotton sliver",https://hbyafeng.en.alibaba.com/company_profile.html#top-nav-bar,https://hbyafeng.en.alibaba.com/contactinfo.html
Cosmetics,"Hangzhou Xuyuan Nonwoven Products Co., Ltd.  ","Gold Supplier
                            ",11,"Nonwoven Industrial Wipes,Nonwoven Wax Strips,Nonwoven Automatic Blanket Cloth,Nonwoven Clean Cloth,Facial Mask",https://hzxywfb.en.alibaba.com/company_profile.html#top-nav-bar,https://hzxywfb.en.alibaba.com/contactinfo.html
Cosmetics,"Lianyungang Baishun Medical Treatment Articles Co., Ltd.  ","Gold Supplier
                            ",11,"Class II Medical Consumables (Medical Cotton Wool,Cotton Ball,Cotton Roll,Zig-zag Cotton,Dental Cotton Roll)",https://lygbest.en.alibaba.com/company_profile.html#top-nav-bar,https://lygbest.en.alibaba.com/contactinfo.html
Cosmetics,"Good Vista Medical & Health Products Co., Ltd.  ","Gold Supplier
                            ",13,"Cotton Tipped Applicators,Cotton Balls,Cotton Pads,Cotton related disposable products",https://goodvista.en.alibaba.com/company_profile.html#top-nav-bar,https://goodvista.en.alibaba.com/contactinfo.html
Cosmetics,"Ningbo Phenix Commercial Co., Ltd.  ","Gold Supplier
                            ",8,"Electric Kettle,Hand blender,Facial brush,Bath Brush,Loofah Bath Brush",https://cnphenix.en.alibaba.com/company_profile.html#top-nav-bar,https://cnphenix.en.alibaba.com/contactinfo.html
Cosmetics,"Jiangsu Likang Medical Products Co., Ltd.  ","Gold Supplier
                            ",11,"Gauze Products,Surgical Towel Products,Cotton Products,Nursing Care,Textile Products",https://jslikang.en.alibaba.com/company_profile.html#top-nav-bar,https://jslikang.en.alibaba.com/contactinfo.html
Cosmetics,"Foshan Cong Rong Science , Factory  ","Gold Supplier
                            ",11,Skin Care,https://66cr.en.alibaba.com/company_profile.html#top-nav-bar,https://66cr.en.alibaba.com/contactinfo.html
Cosmetics,"Haining Lily Cleaning Products Co., Ltd.  ","Gold Supplier
                            ",10,"WetWipe,CleaningCloth,HotTowel,wettowel,wettissue",https://freshtowels.en.alibaba.com/company_profile.html#top-nav-bar,https://freshtowels.en.alibaba.com/contactinfo.html
Cosmetics,"Shanghai Cleancare Hygienics Co., Ltd.  ","Gold Supplier
                            ",3,"Baby wipe,Pet wipe,Industal wipe,Nonwoven Wipe,Makeup remover wipe",https://cleancare.en.alibaba.com/company_profile.html#top-nav-bar,https://cleancare.en.alibaba.com/contactinfo.html
Cosmetics,"Yiwu Huotong E-Business Co., Ltd.  ","Gold Supplier
                            ",3,"diaper,nappy,diaper accessories,wet bag,menstrual pad",https://mcckle.en.alibaba.com/company_profile.html#top-nav-bar,https://mcckle.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Shangye , Tools Co., Ltd.  ","Gold Supplier
                            ",3,"<font><b>cosmetic</b></font> tools,beauty accessories,makeup tools,Personal care,beauty care",https://sybeautytools.en.alibaba.com/company_profile.html#top-nav-bar,https://sybeautytools.en.alibaba.com/contactinfo.html
Cosmetics,"Huizhou WEISHENG Commodity & Package Co., Ltd.  ","Gold Supplier
                            ",5,"Eyebrow Razor,Toothpick,Makeup Sponge,Toothbrush Case,Storage Box",https://weishengpackage.en.alibaba.com/company_profile.html#top-nav-bar,https://weishengpackage.en.alibaba.com/contactinfo.html
Cosmetics,"Yangzhou Ecoway Hotel Supply Co., Ltd.  ","
                                    Supplier
                                ",3,<font><b>Cosmetic</b></font> Tube,https://chinaecoway.en.alibaba.com/company_profile.html#top-nav-bar,https://chinaecoway.en.alibaba.com/contactinfo.html
Cosmetics,"Yiwu JC Import & Export Co., Ltd.  ","Gold Supplier
                            ",7,"shopping bag,water bottle,bottle opener,umbrella,ballpoint pen",https://gracepromotion.en.alibaba.com/company_profile.html#top-nav-bar,https://gracepromotion.en.alibaba.com/contactinfo.html
Cosmetics,Zhongshan Xieyuan Hardware Products Factory  ,"
                                    Supplier
                                ",7,"Medal,Badge,Keychain,Lanyard",https://xintaogift.en.alibaba.com/company_profile.html#top-nav-bar,https://xintaogift.en.alibaba.com/contactinfo.html
Cosmetics,"Chengdu Youngshe Chemical Co., Ltd.  ","Gold Supplier
                            ",5,"<font><b>cosmetic</b></font> ingredient,plant extract,customs synthesis,pharmaceutical API,peptide",https://youngshe.en.alibaba.com/company_profile.html#top-nav-bar,https://youngshe.en.alibaba.com/contactinfo.html
Cosmetics,"Ganzhou Mycolor , Co., Ltd.  ","Gold Supplier
                            ",3,"<font><b>cosmetics</b></font>,skin care,makeup,beauty tools,facial mask",https://mycolorc.en.alibaba.com/company_profile.html#top-nav-bar,https://mycolorc.en.alibaba.com/contactinfo.html
Cosmetics,"Dongguan GMI Electronic Co., Ltd.  ","
                                    Supplier
                                ",4,Silicone Rubber Products,https://guomirubber.en.alibaba.com/company_profile.html#top-nav-bar,https://guomirubber.en.alibaba.com/contactinfo.html
Cosmetics,"Yiwu Mylove Jewelry Co., Ltd.  ","Gold Supplier
                            ",3,"Hard wax beans,Nail art,Nail art decoration,Nail art sticker,Hair removal wax beans",https://kettey.en.alibaba.com/company_profile.html#top-nav-bar,https://kettey.en.alibaba.com/contactinfo.html
Cosmetics,"Yiwu Angqi Garment Co., Ltd.  ","Gold Supplier
                            ",7,"Cloth Diaper,Wet Bag,Baby Changing Pad,Reusable Breastfeeding Pad",https://famicheer.en.alibaba.com/company_profile.html#top-nav-bar,https://famicheer.en.alibaba.com/contactinfo.html
Cosmetics,"Hangzhou Shengyi Tourist Novelty Co., Ltd.  ","Gold Supplier
                            ",14,"Airline Travel Kits,Hotel Amenity Kits,<font><b>Cosmetic</b></font> Bags&Pouches,Eye Mask,Travel Pillows",https://hzshunlida.en.alibaba.com/company_profile.html#top-nav-bar,https://hzshunlida.en.alibaba.com/contactinfo.html
Cosmetics,"Qingdao Blanda Import & Export Co., Ltd.  ","Gold Supplier
                            ",9,"Mink Lashes,3D Lashes,Hair extension,Wig,Package box",https://blanda.en.alibaba.com/company_profile.html#top-nav-bar,https://blanda.en.alibaba.com/contactinfo.html
Cosmetics,"Guangzhou Coral Industrial Co., Ltd.  ","Gold Supplier
                            ",9,"Skin care,vitamin c serum,beard oil,Mask,retinol cream",https://coralparts.en.alibaba.com/company_profile.html#top-nav-bar,https://coralparts.en.alibaba.com/contactinfo.html
Cosmetics,"Qingdao Crownking Beauty Co., Ltd.  ","Gold Supplier
                            ",4,"False Eyelash,Eyelash Extension,Eyelash Tools,Hair Extension",https://crownkinglashes.en.alibaba.com/company_profile.html#top-nav-bar,https://crownkinglashes.en.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Micront Technology Co., Ltd.  ","Gold Supplier
                            ",1,"Home Use Beauty Machine,Facial Cleansing Brush,Makeup Products,<font><b>Cosmetic</b></font>,Lipgloss",https://micront.en.alibaba.com/company_profile.html#top-nav-bar,https://micront.en.alibaba.com/contactinfo.html
Cosmetics,MANUFACTURES D'OUTILS DUMONT SA  ,"Gold Supplier
                            ",7,"manicure set,eyebrow tweezers,heart tweezers,Slanted tweezers,Pointed tweezers",https://dumonttools.trustpass.alibaba.com/company_profile.html#top-nav-bar,https://dumonttools.trustpass.alibaba.com/contactinfo.html
Cosmetics,"Shenzhen Fundy Technology Co., Ltd.  ","Gold Supplier
                            ",1,"makeup lip use products,makeup highlighter,makeup eyeshadow,makeup foundation,makeup lipgloss",https://fundybeauty.en.alibaba.com/company_profile.html#top-nav-bar,https://fundybeauty.en.alibaba.com/contactinfo.html
